#{"t_start": 1775382976.772105, "env_id": "None"}
r,l,t
16.76,64,191.539843
105.41,9,191.547272
110.68,25,191.566347
14.54,64,191.614356
103.49,28,191.635768
18.86,64,191.683721
19.2,64,191.73191
12.84,64,191.779984
112.85,48,191.81667
17.23,64,191.866081
112.97,57,191.909727
110.15,44,191.943846
100.54,6,191.948681
111.66,54,191.99273
108.45,33,192.018456
13.93,64,192.065514
14.05,64,192.115953
116.37,45,192.151342
15.91,64,192.201236
11.19,64,193.674448
12.04,64,193.723763
106.23,25,193.744098
17.46,64,193.795016
19.27,64,193.84439
15.24,64,193.896288
19.61,64,193.946715
15.14,64,193.998546
105.0,24,194.018152
16.04,64,194.067195
10.39,64,194.114987
104.11,30,194.137333
108.83,60,194.182877
18.21,64,194.23289
18.02,64,194.282605
12.41,64,194.332662
109.75,29,194.356889
11.43,64,194.406074
106.56,28,194.426478
111.84,40,194.45832
114.22,53,194.501485
14.63,64,194.554906
16.86,64,194.604611
20.2,64,194.656294
104.4,25,194.676841
12.05,64,194.728722
104.04,13,194.739213
13.99,64,194.789133
118.27,52,194.828705
10.24,64,194.879004
107.04,30,194.902514
15.48,64,194.950029
102.6,13,194.960455
11.39,64,195.007012
10.68,64,195.056038
15.13,64,195.102025
105.65,19,195.11739
14.2,64,195.166453
18.91,64,195.216171
23.11,64,196.629327
15.93,64,196.676524
10.65,64,196.725461
100.52,4,196.728796
14.97,64,196.776816
11.49,64,196.824739
114.67,59,196.869692
115.27,54,196.909604
100.87,6,196.914482
111.94,52,196.956005
11.34,64,197.00628
108.23,37,197.036819
114.35,43,197.071049
14.5,64,197.118715
17.86,64,197.168905
11.39,64,197.218136
104.4,18,197.232284
12.57,64,197.28182
110.99,27,197.301881
19.22,64,197.351992
114.64,59,197.396582
111.21,47,197.432069
20.19,64,197.481171
15.03,64,197.532626
113.21,58,197.578942
103.72,26,197.599317
13.75,64,197.648342
107.94,51,197.68486
16.24,64,197.734019
13.14,64,197.781485
107.79,25,197.79998
114.66,57,197.841891
15.31,64,197.89138
14.31,64,197.93951
13.01,64,197.988198
103.91,23,198.005978
112.23,57,198.050908
10.06,64,198.101151
116.05,50,198.140259
19.18,64,199.615082
103.1,24,199.635283
110.4,35,199.661783
112.54,40,199.694825
114.95,45,199.731374
103.83,31,199.756244
108.43,32,199.782951
20.01,64,199.830652
17.2,64,199.879845
13.34,64,199.92776
15.45,64,199.975489
17.9,64,200.023143
14.27,64,200.073169
16.76,64,200.123089
14.87,64,200.172831
20.2,64,200.221983
18.09,64,200.270936
15.43,64,200.320451
11.62,64,200.370742
18.89,64,200.420231
12.26,64,200.471617
107.9,32,200.496786
108.44,55,200.539362
16.01,64,200.603057
14.28,64,200.654587
12.83,64,200.702449
15.61,64,200.749547
10.73,64,200.797069
109.03,52,200.83518
13.61,64,200.884501
13.47,64,200.933471
15.65,64,200.980626
114.35,64,201.027701
15.35,64,201.075516
12.27,64,201.121704
108.17,26,201.142162
18.86,64,201.190524
10.0,64,202.607698
15.44,64,202.657317
15.71,64,202.708504
102.17,9,202.71555
115.67,61,202.762776
14.25,64,202.810438
14.59,64,202.857545
13.26,64,202.905867
12.47,64,202.953572
102.21,17,202.966824
17.73,64,203.014892
14.43,64,203.062342
15.48,64,203.111141
102.69,13,203.121692
104.63,29,203.144001
19.14,64,203.195482
115.59,60,203.241475
105.89,26,203.261948
12.83,64,203.308908
17.45,64,203.360968
13.03,64,203.416273
110.15,35,203.448092
113.78,61,203.499728
17.89,64,203.54951
12.3,64,203.605043
12.92,64,203.655273
117.79,56,203.700894
14.9,64,203.749564
106.66,28,203.771503
16.06,64,203.818384
109.55,49,203.855217
113.94,55,203.896918
14.04,64,203.944991
13.61,64,203.993125
112.0,34,204.020704
13.07,64,204.06916
109.12,52,204.110192
106.34,35,204.137554
16.26,64,205.590241
107.45,47,205.631456
15.81,64,205.68648
15.7,64,205.740281
13.13,64,205.790797
17.8,64,205.839225
118.07,63,205.888203
11.16,64,205.939131
100.75,6,205.943907
103.34,21,205.960091
110.13,43,205.992825
9.4,64,206.041333
14.32,64,206.089756
111.29,62,206.136585
17.86,64,206.184653
102.24,20,206.200213
18.01,64,206.24964
113.71,62,206.298265
15.33,64,206.348724
12.62,64,206.3983
14.34,64,206.446888
16.1,64,206.496482
14.83,64,206.545578
15.51,64,206.597578
16.92,64,206.648836
106.28,29,206.673001
20.65,64,206.724668
12.51,64,206.777918
105.47,15,206.790526
101.19,1,206.791713
9.54,64,206.83923
109.37,51,206.879305
16.82,64,206.930647
16.33,64,206.97874
15.42,64,207.028021
106.85,21,207.043535
13.17,64,207.092204
19.57,64,207.139058
112.53,41,208.536724
15.56,64,208.585567
18.05,64,208.638513
18.64,64,208.693383
14.8,64,208.74248
18.51,64,208.79532
108.05,47,208.839765
105.5,32,208.865692
14.87,64,208.931067
14.71,64,208.97827
108.06,41,209.009001
112.54,64,209.055125
11.91,64,209.103096
11.69,64,209.15102
17.95,64,209.198966
115.33,52,209.237091
109.57,30,209.260297
12.87,64,209.310115
12.19,64,209.359588
108.77,45,209.394446
101.8,5,209.398522
12.63,64,209.446946
12.2,64,209.495133
18.13,64,209.545009
20.07,64,209.592569
109.9,54,209.633672
19.75,64,209.684094
13.53,64,209.732672
105.42,20,209.748345
114.62,49,209.783733
14.01,64,209.832723
20.52,64,209.881216
103.8,29,209.904003
107.82,31,209.926428
20.84,64,209.974113
10.42,64,210.021275
13.78,64,210.067294
14.69,64,210.114994
19.15,64,211.632198
15.48,64,211.685827
8.88,64,211.738678
101.65,12,211.749238
13.53,64,211.79916
117.44,61,211.844914
13.35,64,211.89491
107.01,27,211.917465
16.9,64,211.971312
14.19,64,212.022472
109.32,29,212.044039
122.16,63,212.090056
101.76,14,212.101316
16.51,64,212.149831
13.15,64,212.198534
9.97,64,212.246224
105.32,23,212.26359
113.24,47,212.299544
16.91,64,212.347888
119.81,62,212.394881
14.84,64,212.443858
9.51,64,212.49235
14.84,64,212.540803
11.59,64,212.586269
104.55,14,212.597855
11.69,64,212.64706
101.98,12,212.657661
12.98,64,212.709112
114.89,62,212.755711
15.45,64,212.804754
9.73,64,212.853865
19.41,64,212.90229
21.74,64,212.95153
13.26,64,212.999857
105.39,16,213.012577
16.69,64,213.06044
15.17,64,213.109535
108.6,28,213.13096
14.75,64,214.546884
12.9,64,214.59777
106.03,30,214.622472
11.91,64,214.677134
11.17,64,214.732737
111.73,63,214.781478
14.19,64,214.830487
12.86,64,214.881817
114.59,64,214.933795
106.62,28,214.956015
11.34,64,215.006307
20.96,64,215.05754
13.35,64,215.110529
14.96,64,215.162881
106.73,36,215.192384
114.29,59,215.240927
12.16,64,215.289627
10.0,64,215.339215
19.84,64,215.389126
13.78,64,215.440596
110.2,43,215.47599
14.91,64,215.527523
14.34,64,215.578488
101.71,15,215.590753
18.93,64,215.642056
19.82,64,215.695202
14.22,64,215.749583
20.85,64,215.800894
102.46,21,215.817456
16.99,64,215.867477
104.47,25,215.886134
112.84,45,215.921582
14.84,64,215.97213
11.34,64,216.022762
109.2,37,216.051581
12.28,64,216.100696
114.21,62,216.149498
11.46,64,217.592573
13.24,64,217.644025
23.95,64,217.694865
14.4,64,217.746183
115.04,32,217.770727
22.13,64,217.817873
11.67,64,217.866761
14.7,64,217.912845
111.54,34,217.9381
11.87,64,218.002594
15.55,64,218.05097
103.86,29,218.073673
13.9,64,218.123079
23.85,64,218.173132
13.77,64,218.219553
17.53,64,218.267235
12.8,64,218.314785
117.06,64,218.362543
105.9,30,218.385224
107.55,34,218.410044
15.68,64,218.45594
12.19,64,218.50429
13.84,64,218.553986
12.66,64,218.602537
104.0,14,218.614871
15.41,64,218.666512
15.98,64,218.717463
103.52,28,218.738756
104.17,26,218.759021
100.38,8,218.765011
17.74,64,218.81223
106.84,47,218.846339
105.39,37,218.874218
19.0,64,218.92205
14.09,64,218.969302
15.03,64,219.017436
13.66,64,219.066933
20.08,64,219.113435
18.95,64,220.537294
14.92,64,220.587593
103.32,22,220.605328
117.92,64,220.654421
114.66,55,220.695454
14.29,64,220.747345
102.91,7,220.753245
105.94,20,220.76911
10.81,64,220.816867
19.58,64,220.867066
116.69,56,220.911325
108.73,52,220.951175
107.54,31,220.973841
13.89,64,221.021561
19.56,64,221.069848
13.5,64,221.119356
116.65,62,221.168167
13.36,64,221.218313
9.95,64,221.266019
101.94,10,221.273917
13.44,64,221.320558
114.29,62,221.36688
12.92,64,221.414195
10.15,64,221.462593
11.15,64,221.511614
107.79,20,221.526821
110.46,46,221.561627
109.25,25,221.580957
111.15,45,221.616521
12.43,64,221.66533
115.38,63,221.731197
13.87,64,221.780768
12.76,64,221.828634
15.53,64,221.881922
13.25,64,221.929789
15.45,64,221.976802
9.81,64,222.02635
12.29,64,222.072747
116.75,60,223.47108
16.76,64,223.51887
16.37,64,223.56683
13.22,64,223.613537
14.67,64,223.661045
102.84,16,223.673562
104.49,27,223.693772
106.58,33,223.719571
111.47,52,223.761518
101.95,15,223.77388
110.2,37,223.800533
14.72,64,223.845852
13.29,64,223.893046
12.13,64,223.939487
110.16,43,223.971181
16.05,64,224.016813
114.81,64,224.063231
104.31,25,224.081105
111.87,46,224.113686
16.6,64,224.161424
106.23,18,224.174896
111.67,45,224.207922
102.32,8,224.213865
103.71,8,224.220146
13.78,64,224.266265
14.6,64,224.314442
102.36,3,224.317065
111.28,48,224.352422
13.59,64,224.399608
102.78,13,224.409965
22.02,64,224.457789
103.25,8,224.464142
8.59,64,224.514233
100.57,3,224.516988
19.29,64,224.564939
108.91,42,224.595126
101.69,13,224.605173
106.95,31,224.628546
102.78,19,224.643564
12.43,64,224.693092
114.84,62,224.743502
16.38,64,224.792073
107.0,35,224.818574
110.94,50,224.855726
18.04,64,224.903978
12.65,64,224.951109
13.94,64,226.355849
13.18,64,226.406005
16.52,64,226.454499
120.96,63,226.503985
9.65,64,226.553615
118.26,51,226.591633
16.96,64,226.638875
100.71,5,226.642941
21.19,64,226.692473
17.71,64,226.745432
9.6,64,226.795022
18.95,64,226.844966
114.0,41,226.876867
108.79,24,226.895121
109.5,35,226.922207
109.24,45,226.957141
14.61,64,227.00627
111.58,53,227.050029
10.89,64,227.097859
11.69,64,227.145846
11.1,64,227.196913
12.75,64,227.246653
12.75,64,227.293858
117.86,60,227.338306
115.18,61,227.383262
18.58,64,227.432983
103.39,14,227.444201
113.36,41,227.474427
110.74,57,227.516662
112.38,54,227.557163
105.98,32,227.581111
14.45,64,227.629698
111.06,39,227.657578
16.72,64,227.704957
13.95,64,227.757288
21.75,64,227.803253
19.24,64,227.849251
105.23,12,227.858991
14.73,64,229.287178
105.8,25,229.307541
18.28,64,229.356577
12.33,64,229.411969
13.81,64,229.463015
107.37,28,229.485677
18.36,64,229.536666
105.44,25,229.556594
16.65,64,229.605983
10.28,64,229.655651
120.34,63,229.703912
103.86,17,229.716739
113.8,56,229.764849
111.94,49,229.802167
107.27,34,229.828898
118.64,59,229.874187
113.32,52,229.915754
10.18,64,229.963686
13.75,64,230.013896
106.95,31,230.038253
106.68,42,230.070073
21.29,64,230.118989
119.52,62,230.166558
12.09,64,230.215352
101.52,17,230.228998
12.94,64,230.276987
16.1,64,230.326138
16.72,64,230.373622
16.23,64,230.423451
106.3,24,230.441327
10.53,64,230.490688
109.47,61,230.535517
13.58,64,230.582161
15.8,64,230.629823
12.79,64,230.676578
10.58,64,230.723185
20.37,64,230.774203
16.71,64,230.823079
99.95,1,230.824216
15.02,64,232.275784
9.43,64,232.324158
105.01,31,232.347492
108.84,37,232.375984
15.12,64,232.423356
121.72,62,232.470187
12.05,64,232.517853
11.53,64,232.564786
106.45,50,232.60096
17.91,64,232.64756
17.96,64,232.694866
12.07,64,232.742819
111.6,43,232.774266
18.05,64,232.82159
115.17,46,232.857647
16.0,64,232.906769
116.38,53,232.947705
115.85,51,232.986862
108.85,42,233.0189
14.37,64,233.067167
111.55,56,233.108958
12.14,64,233.157634
9.6,64,233.204011
12.87,64,233.251015
12.16,64,233.298536
12.25,64,233.346756
106.19,21,233.361976
18.63,64,233.40845
18.98,64,233.455066
14.8,64,233.504945
10.56,64,233.550937
104.92,8,233.556855
15.33,64,233.604729
103.1,11,233.613374
14.23,64,233.661407
16.28,64,233.709645
15.34,64,233.756534
100.21,9,233.763631
106.94,40,233.793587
16.26,64,235.22199
105.52,22,235.239693
10.58,64,235.286689
110.77,36,235.313551
109.58,45,235.348629
109.9,50,235.386669
13.92,64,235.436276
106.05,34,235.462077
14.86,64,235.511839
13.1,64,235.560493
18.26,64,235.608736
109.55,47,235.645561
100.98,8,235.651917
106.1,36,235.680045
105.21,30,235.70236
10.59,64,235.750677
15.73,64,235.80335
101.13,1,235.804877
109.25,31,235.830426
112.62,44,235.865787
17.11,64,235.917471
109.12,42,235.950019
110.0,46,235.983692
11.66,64,236.032325
18.73,64,236.080406
112.37,56,236.123978
17.5,64,236.174097
112.84,58,236.22
104.62,26,236.240984
15.52,64,236.289539
107.36,30,236.313192
14.74,64,236.363794
17.39,64,236.413592
115.42,40,236.444864
16.14,64,236.493456
13.95,64,236.542085
103.19,15,236.554089
108.79,34,236.58007
120.62,62,236.628145
10.42,64,236.680549
118.34,61,236.728573
11.85,64,238.175458
111.83,43,238.209253
113.2,62,238.258251
15.22,64,238.306874
10.67,64,238.357547
115.97,55,238.399924
104.68,32,238.424627
14.76,64,238.474538
10.56,64,238.52594
102.28,11,238.534849
107.11,36,238.562429
15.92,64,238.612794
116.7,63,238.662222
104.79,21,238.677712
15.77,64,238.72746
10.33,64,238.780412
11.95,64,238.833447
13.89,64,238.883074
19.96,64,238.932061
103.71,20,238.947018
116.77,58,238.99148
13.57,64,239.03837
12.57,64,239.085544
107.03,24,239.104685
17.46,64,239.153225
104.86,25,239.172844
105.06,10,239.181623
109.82,35,239.211953
113.29,47,239.248103
10.62,64,239.29653
14.58,64,239.34586
114.31,64,239.394106
17.36,64,239.439838
109.31,52,239.479031
111.26,64,239.531802
11.23,64,239.581745
108.56,39,239.61134
13.54,64,239.660744
115.47,52,239.70299
16.84,64,239.754561
15.68,64,241.22276
115.49,48,241.25984
18.54,64,241.308512
11.43,64,241.360042
112.43,42,241.391746
100.76,4,241.394792
13.15,64,241.444994
11.7,64,241.494634
108.15,33,241.521706
108.91,35,241.549757
13.18,64,241.597934
117.41,64,241.650337
16.51,64,241.700746
19.08,64,241.751471
108.23,38,241.780755
103.84,16,241.792933
8.51,64,241.858979
116.07,64,241.908864
11.08,64,241.959325
9.99,64,242.010165
101.29,9,242.017814
15.75,64,242.070247
10.69,64,242.123441
109.91,35,242.15155
23.39,64,242.203781
15.02,64,242.255007
18.29,64,242.303031
114.29,58,242.349683
19.7,64,242.399482
19.04,64,242.448878
111.44,30,242.470784
10.88,64,242.520703
19.45,64,242.571069
107.67,22,242.588139
12.14,64,242.637081
15.01,64,242.68583
16.2,64,242.73724
14.47,64,242.810114
114.17,47,244.273188
18.27,64,244.322152
10.21,64,244.38383
14.07,64,244.43411
17.95,64,244.481883
15.63,64,244.531122
11.57,64,244.578795
14.84,64,244.630291
15.71,64,244.680575
109.4,38,244.71098
15.44,64,244.760061
20.07,64,244.807477
14.78,64,244.859904
112.53,39,244.889635
11.87,64,244.938067
13.31,64,244.986757
14.98,64,245.033813
13.08,64,245.092925
109.81,47,245.131228
108.66,40,245.162536
16.24,64,245.214227
15.62,64,245.265098
110.45,34,245.291125
100.74,5,245.294962
13.62,64,245.34708
13.38,64,245.396757
107.46,22,245.413907
13.11,64,245.464329
12.08,64,245.513841
113.09,55,245.556151
109.64,62,245.604135
11.89,64,245.655151
109.86,40,245.685809
116.6,54,245.726362
110.84,40,245.758232
13.9,64,245.807451
12.16,64,245.859684
17.32,64,247.3456
22.16,64,247.396784
13.5,64,247.449361
111.97,61,247.496192
13.58,64,247.54792
19.24,64,247.597656
12.13,64,247.649621
109.9,41,247.683106
104.6,26,247.703465
114.78,54,247.746939
18.38,64,247.7953
120.22,56,247.841595
18.12,64,247.894685
16.31,64,247.945893
113.63,61,247.994902
12.76,64,248.048051
109.93,41,248.083772
103.48,10,248.091685
101.88,10,248.100085
17.71,64,248.153301
114.95,60,248.206231
14.35,64,248.256946
12.56,64,248.306059
19.06,64,248.356016
16.71,64,248.406912
105.62,33,248.433298
15.56,64,248.481852
13.83,64,248.530092
114.48,48,248.567701
15.35,64,248.615743
100.49,7,248.621514
116.54,54,248.662795
106.21,37,248.692297
108.96,44,248.725481
11.98,64,248.772072
14.35,64,248.820766
17.88,64,248.873653
12.35,64,248.924026
11.93,64,250.3657
10.78,64,250.41555
113.99,44,250.450833
117.24,46,250.48728
20.45,64,250.536834
103.58,15,250.548561
17.83,64,250.595966
14.72,64,250.643882
9.68,64,250.690826
107.86,27,250.711053
109.02,44,250.744344
12.4,64,250.792489
13.87,64,250.841176
103.82,10,250.851175
120.62,62,250.90207
17.61,64,250.953053
9.48,64,251.008821
14.17,64,251.056776
111.81,60,251.10587
17.12,64,251.158275
113.72,50,251.201305
23.34,64,251.251312
16.79,64,251.30118
12.97,64,251.350949
118.87,53,251.391824
15.25,64,251.43913
24.07,64,251.488644
107.05,39,251.51936
111.1,62,251.567405
11.72,64,251.615442
12.07,64,251.664099
7.88,64,251.710916
113.67,52,251.751405
106.65,36,251.779516
9.95,64,251.831833
16.96,64,251.886722
13.03,64,253.331789
110.26,34,253.361811
10.72,64,253.416078
110.26,56,253.46302
114.58,47,253.502933
14.04,64,253.55626
22.82,64,253.610014
18.77,64,253.661019
119.55,59,253.706688
10.42,64,253.756281
115.94,21,253.772638
107.54,31,253.797014
14.94,64,253.846743
15.18,64,253.901767
113.43,59,253.948354
14.5,64,253.997231
104.57,13,254.007069
13.95,64,254.056953
15.13,64,254.124599
10.13,64,254.175172
109.12,35,254.203201
15.23,64,254.252714
116.01,53,254.292989
8.44,64,254.343468
109.18,37,254.372702
13.71,64,254.430224
15.75,64,254.491322
100.31,7,254.49769
14.41,64,254.556655
113.51,63,254.616452
14.64,64,254.673673
111.39,49,254.715752
109.15,23,254.735685
16.51,64,254.790965
117.05,61,254.847976
13.47,64,254.913903
18.45,64,254.966536
109.89,50,255.007876
15.51,64,256.489408
108.27,40,256.522045
21.38,64,256.570314
11.96,64,256.62045
14.88,64,256.669509
16.45,64,256.719111
116.09,58,256.762697
102.07,8,256.768487
14.5,64,256.815749
110.05,41,256.845774
112.57,57,256.893352
107.61,51,256.933295
18.69,64,256.979853
15.65,64,257.029968
116.54,50,257.066086
105.15,19,257.079487
111.4,46,257.114137
116.98,59,257.160677
113.3,44,257.192577
19.06,64,257.241024
101.95,14,257.251264
12.84,64,257.297816
15.81,64,257.345277
103.91,24,257.362916
99.93,5,257.366834
13.14,64,257.415238
16.52,64,257.461579
111.45,52,257.500281
113.22,61,257.547755
14.35,64,257.593755
105.64,11,257.602354
10.46,64,257.651958
16.74,64,257.698151
108.13,35,257.723335
14.72,64,257.769598
112.51,55,257.809129
100.42,9,257.816036
108.2,37,257.844082
111.56,64,257.899677
104.82,14,257.911702
11.48,64,257.960974
114.07,53,257.999442
17.87,64,259.42357
20.83,64,259.473485
13.59,64,259.525165
14.79,64,259.574772
15.16,64,259.623521
20.18,64,259.672412
103.18,17,259.685019
103.92,22,259.702267
15.1,64,259.749724
113.46,57,259.793654
18.5,64,259.842711
111.42,43,259.877731
12.85,64,259.931892
120.73,44,259.964749
112.24,47,260.000145
19.87,64,260.046736
14.35,64,260.094352
109.8,39,260.123903
108.85,41,260.153517
11.18,64,260.201248
104.81,12,260.21078
116.12,42,260.242602
119.29,62,260.287291
14.85,64,260.333681
114.33,64,260.380413
101.93,23,260.398268
107.17,29,260.41905
11.92,64,260.468357
107.63,29,260.491931
17.1,64,260.537835
15.56,64,260.585451
14.63,64,260.634178
15.76,64,260.684527
13.79,64,260.733149
17.83,64,260.781078
14.41,64,260.830144
13.66,64,260.880568
106.06,23,260.900013
107.82,47,260.937595
10.82,64,262.345875
14.19,64,262.393945
103.42,9,262.401164
15.35,64,262.449668
14.82,64,262.499309
108.65,29,262.521998
19.06,64,262.569911
20.66,64,262.616918
13.69,64,262.666126
108.46,31,262.688214
16.92,64,262.733297
106.38,12,262.742427
13.84,64,262.789694
19.87,64,262.836683
10.89,64,262.883323
112.06,47,262.920023
107.7,41,262.953113
124.5,63,263.00071
109.76,52,263.040111
11.3,64,263.086156
109.16,43,263.118487
103.21,25,263.136805
108.71,39,263.166781
110.29,48,263.203201
115.47,49,263.240167
13.88,64,263.287551
115.4,59,263.329021
111.66,34,263.35341
108.72,27,263.373117
19.7,64,263.418355
17.25,64,263.464825
12.42,64,263.512795
15.51,64,263.559961
14.33,64,263.607065
104.85,27,263.627269
19.51,64,263.677215
11.88,64,263.72659
102.12,15,263.739035
11.92,64,263.787546
11.21,64,263.834306
16.98,64,265.345503
112.25,50,265.383038
17.2,64,265.431561
101.42,13,265.442035
112.07,38,265.472759
114.97,53,265.514497
114.01,61,265.562104
115.55,49,265.599018
12.68,64,265.646695
17.32,64,265.701452
14.78,64,265.754306
17.59,64,265.805509
110.27,30,265.828939
117.38,64,265.880008
9.37,64,265.934684
11.82,64,265.986744
106.44,19,266.001479
112.66,52,266.042207
111.24,51,266.081527
11.89,64,266.129994
109.16,29,266.152985
18.36,64,266.201662
19.31,64,266.250727
103.32,14,266.26153
12.5,64,266.30844
102.84,9,266.315388
110.78,48,266.353059
17.11,64,266.403199
17.37,64,266.454266
16.0,64,266.503657
102.11,15,266.516081
108.33,27,266.536578
16.61,64,266.58611
12.48,64,266.636764
116.23,50,266.676839
100.36,3,266.679933
111.64,56,266.724619
14.49,64,266.777053
104.93,17,266.791808
117.62,62,266.83981
13.07,64,266.891254
11.16,64,268.355685
110.37,29,268.377671
113.33,45,268.412229
105.12,40,268.443122
15.91,64,268.491761
12.96,64,268.540331
15.91,64,268.588973
103.65,19,268.603541
13.97,64,268.651286
15.42,64,268.701191
14.54,64,268.750164
18.79,64,268.798458
20.8,64,268.846053
109.85,52,268.886055
101.03,7,268.891497
112.81,55,268.933644
17.56,64,268.987016
11.0,64,269.036725
12.72,64,269.084495
114.26,49,269.120647
101.32,9,269.127511
118.49,64,269.176765
103.5,15,269.187791
16.22,64,269.235281
14.98,64,269.283599
110.85,54,269.324332
17.22,64,269.37173
20.32,64,269.419095
16.02,64,269.466386
16.23,64,269.51447
105.17,26,269.534878
16.43,64,269.581485
16.81,64,269.629114
112.88,48,269.666937
107.57,27,269.688479
110.74,53,269.729348
19.71,64,269.777581
111.66,59,269.82113
15.68,64,269.871392
10.98,64,271.31399
14.55,64,271.362
19.42,64,271.409985
9.18,64,271.458132
117.05,46,271.493294
25.55,64,271.541447
14.42,64,271.588636
110.78,30,271.610556
20.42,64,271.657811
111.9,61,271.706347
15.17,64,271.753059
107.16,29,271.773885
14.82,64,271.820287
20.91,64,271.866513
16.65,64,271.912585
16.73,64,271.961242
104.34,11,271.969635
113.38,53,272.009592
10.27,64,272.057612
110.97,51,272.095335
15.03,64,272.140568
12.12,64,272.186624
18.74,64,272.233761
12.42,64,272.282553
111.1,53,272.320092
13.86,64,272.36629
111.44,41,272.398043
13.92,64,272.445992
13.78,64,272.493086
16.11,64,272.539966
103.61,32,272.563342
110.36,53,272.604817
12.49,64,272.656236
109.2,29,272.679341
113.79,48,272.717916
14.89,64,272.767309
13.5,64,272.816131
105.04,26,274.279564
116.25,56,274.32284
102.68,15,274.33422
13.89,64,274.381747
110.49,41,274.412105
18.81,64,274.459707
103.67,24,274.477826
100.13,1,274.478791
109.45,41,274.51088
10.49,64,274.557732
15.88,64,274.604275
111.17,63,274.649837
108.53,32,274.673664
102.35,15,274.684968
12.76,64,274.731164
104.21,10,274.739039
16.82,64,274.786759
117.04,46,274.820703
111.66,64,274.867679
112.25,57,274.910032
11.67,64,274.957271
113.74,53,274.999184
107.89,18,275.012909
111.82,55,275.0555
18.35,64,275.105202
12.8,64,275.153181
16.79,64,275.203595
114.66,58,275.247752
118.71,52,275.286818
106.7,48,275.32386
15.99,64,275.370483
12.72,64,275.418434
19.59,64,275.467564
18.82,64,275.517985
14.08,64,275.566902
102.69,23,275.584481
15.63,64,275.631061
109.82,25,275.65055
14.9,64,275.69911
108.73,45,275.733679
18.28,64,275.781396
111.75,54,277.165918
12.31,64,277.21298
14.46,64,277.259868
19.22,64,277.305887
10.53,64,277.355347
18.04,64,277.402012
107.63,27,277.422015
111.62,40,277.45155
105.99,26,277.471195
13.08,64,277.518764
15.59,64,277.565866
16.05,64,277.61303
12.8,64,277.660481
18.8,64,277.706814
108.35,30,277.729065
18.59,64,277.774829
105.15,14,277.784908
109.42,40,277.814691
111.68,40,277.84647
110.7,41,277.878161
17.3,64,277.926284
11.02,64,277.974564
16.17,64,278.025807
13.45,64,278.076155
17.74,64,278.126716
9.8,64,278.176274
14.38,64,278.225635
102.94,17,278.239128
118.5,45,278.272452
111.0,58,278.315685
16.47,64,278.364716
13.39,64,278.413846
19.46,64,278.462434
14.54,64,278.511761
10.53,64,278.558919
105.4,34,278.584544
15.73,64,278.633552
13.31,64,278.680323
108.98,40,280.102823
13.9,64,280.15385
113.48,30,280.177148
16.49,64,280.225597
12.99,64,280.273113
11.09,64,280.320789
13.93,64,280.370686
112.13,31,280.394848
9.96,64,280.44397
13.44,64,280.494505
13.91,64,280.542588
13.84,64,280.590903
18.84,64,280.640644
17.93,64,280.688385
104.62,22,280.705121
19.86,64,280.752908
118.23,61,280.799497
15.59,64,280.846309
112.83,56,280.889817
102.19,14,280.901146
13.24,64,280.951665
111.83,50,280.990987
13.53,64,281.042469
109.28,32,281.067077
115.4,32,281.090421
107.19,32,281.113854
15.19,64,281.16433
15.8,64,281.212324
119.22,56,281.255656
104.68,29,281.277227
12.72,64,281.32464
107.14,36,281.352628
20.24,64,281.432757
105.5,29,281.4568
13.57,64,281.505196
111.23,42,281.537421
111.44,54,281.578211
113.97,48,281.61327
103.44,5,281.617229
21.51,64,281.665345
15.21,64,283.133043
14.71,64,283.183907
11.59,64,283.235848
17.42,64,283.285903
101.78,16,283.298003
111.42,44,283.331935
12.09,64,283.384073
107.31,29,283.405907
111.64,58,283.450742
15.45,64,283.501184
11.14,64,283.550262
105.48,20,283.565683
107.19,25,283.584826
110.24,38,283.615187
11.35,64,283.665263
22.56,64,283.714334
106.56,28,283.735905
112.14,50,283.773486
102.63,10,283.780871
14.18,64,283.829123
107.69,43,283.861518
12.77,64,283.90982
16.19,64,283.958185
15.49,64,284.011615
18.71,64,284.066409
22.58,64,284.115099
116.05,61,284.162911
15.97,64,284.21322
108.82,44,284.247471
13.49,64,284.296788
109.5,52,284.338002
9.63,64,284.386476
116.56,64,284.435712
15.88,64,284.486984
10.29,64,284.536995
117.37,56,284.578941
113.39,58,284.624225
107.56,39,284.654617
22.26,64,286.134667
115.89,45,286.169833
113.94,29,286.190967
13.85,64,286.239519
11.8,64,286.290098
103.02,13,286.300629
13.75,64,286.348841
102.89,18,286.362407
114.31,60,286.405912
113.54,51,286.443742
116.86,55,286.485921
14.09,64,286.532835
112.15,47,286.5669
15.41,64,286.613061
12.47,64,286.66346
10.83,64,286.71612
16.61,64,286.763324
14.01,64,286.808929
109.0,35,286.834545
108.33,28,286.856866
102.33,6,286.861447
10.75,64,286.907949
19.91,64,286.955066
107.95,36,286.980981
14.3,64,287.033626
106.11,26,287.052922
14.68,64,287.098068
102.33,17,287.11074
112.07,49,287.146032
7.56,64,287.196092
104.46,18,287.210489
11.16,64,287.266438
108.67,45,287.300799
111.49,46,287.333142
108.56,49,287.373655
108.59,53,287.416471
111.7,33,287.445426
15.36,64,287.494191
112.7,63,287.539598
20.44,64,287.586876
107.06,24,287.605106
106.27,38,287.633665
12.2,64,287.680122
10.98,64,289.095278
109.29,35,289.122976
15.46,64,289.171802
